"p","label"
"http://orkg.org/orkg/predicate/P26012","Ocean model family"
"http://orkg.org/orkg/predicate/P26013","Ocean vertical physics"
"http://orkg.org/orkg/predicate/P26014","has horizontal ocean model resolution"
"http://orkg.org/orkg/predicate/P26015","Has ocean model documantation"
"http://orkg.org/orkg/predicate/P26016","Atmosphere Model Basic Approximations"
"http://orkg.org/orkg/predicate/P26017","Dynamical core of atmosphere model "
"http://orkg.org/orkg/predicate/P26018","has atmosphere model name"
"http://orkg.org/orkg/predicate/P26019","has results in atmosphere"
"http://orkg.org/orkg/predicate/P26020","Atmosphere model family"
"http://orkg.org/orkg/predicate/P26021","Has sea ice model name"
"http://orkg.org/orkg/predicate/P26022","Has results for sea ice"
"http://orkg.org/orkg/predicate/P26023","Has land surface model name"
"http://orkg.org/orkg/predicate/P26024","Has prognostic land surface model variable"
"http://orkg.org/orkg/predicate/P26025","has land surface model documentation"
"http://orkg.org/orkg/predicate/P26026","Has aerosol model documentation"
"http://orkg.org/orkg/predicate/P26027","Has aerosol model scheme"
"http://orkg.org/orkg/predicate/P26028","Has prognostic sea ice model variable"
"http://orkg.org/orkg/predicate/P26029","Has atmosphere model documentation"
"http://orkg.org/orkg/predicate/P26030","Has horizontal atmosphere model resolution"
"http://orkg.org/orkg/predicate/P26031","Has results in the ocean"
"http://orkg.org/orkg/predicate/P26032","Has prognostic atmosphere model variable"
"http://orkg.org/orkg/predicate/P26033","Has atmosphere model version"
"http://orkg.org/orkg/predicate/P26034","Has ocean model name"
"http://orkg.org/orkg/predicate/P26035","Has horizontal ocean model discretisation"
"http://orkg.org/orkg/predicate/P26036","Has ocean model version"
"http://orkg.org/orkg/predicate/P26037","Has sea ice model documentation"
"http://orkg.org/orkg/predicate/P26038","Has sea ice model version"
"http://orkg.org/orkg/predicate/P26039","Has horizontal atmosphere model descretisation"
"http://orkg.org/orkg/predicate/P26040","Land surface model basic approximations "
"http://orkg.org/orkg/predicate/P26041","Ocean model basic approximations"
"http://orkg.org/orkg/predicate/P26042","Sea ice model basic approximations"
"http://orkg.org/orkg/predicate/P26043","Atmospheric Chemistry Basic Approximations"
"http://orkg.org/orkg/predicate/P26044","has prognostic atmospheric chemistry variable"
"http://orkg.org/orkg/predicate/P26046","Has gamma"
"http://orkg.org/orkg/predicate/P27","author"
"http://orkg.org/orkg/predicate/P27002","Libraries"
"http://orkg.org/orkg/predicate/P27003","Evacuation Strategies"
"http://orkg.org/orkg/predicate/P27005","Study category"
"http://orkg.org/orkg/predicate/P27006","Experimental details"
"http://orkg.org/orkg/predicate/P27007","Variables that resulted in significant effects"
"http://orkg.org/orkg/predicate/P27008","Statistics used"
"http://orkg.org/orkg/predicate/P27009","Variables that resulted in non-significant effects"
"http://orkg.org/orkg/predicate/P27010","Effect size"
"http://orkg.org/orkg/predicate/P27011","has dependent variable"
"http://orkg.org/orkg/predicate/P27012","Has independent variable"
"http://orkg.org/orkg/predicate/P27013","Has number of votes"
"http://orkg.org/orkg/predicate/P27014","Has participants"
"http://orkg.org/orkg/predicate/P27017","Length"
"http://orkg.org/orkg/predicate/P27018","Days"
"http://orkg.org/orkg/predicate/P27019","Study type"
"http://orkg.org/orkg/predicate/P27020","Type of buildings"
"http://orkg.org/orkg/predicate/P27021","Building systems"
"http://orkg.org/orkg/predicate/P27022","Study location"
"http://orkg.org/orkg/predicate/P27023","% of female"
"http://orkg.org/orkg/predicate/P27024","Number of participants"
"http://orkg.org/orkg/predicate/P27027","HVAC type"
"http://orkg.org/orkg/predicate/P27028","Lighting type"
"http://orkg.org/orkg/predicate/P27029","Region of data collection"
"http://orkg.org/orkg/predicate/P27030","Continent"
"http://orkg.org/orkg/predicate/P27031","Estimated value"
"http://orkg.org/orkg/predicate/P27032","Observed value"
"http://orkg.org/orkg/predicate/P27033","Growth rate"
"http://orkg.org/orkg/predicate/P27034","Organism"
"http://orkg.org/orkg/predicate/P27036","Wavelength (λex)"
"http://orkg.org/orkg/predicate/P27037","Material"
"http://orkg.org/orkg/predicate/P27038","Data"
"http://orkg.org/orkg/predicate/P27040","Data"
"http://orkg.org/orkg/predicate/P27042","Process"
"http://orkg.org/orkg/predicate/P27044","Pulse duration"
"http://orkg.org/orkg/predicate/P27045","Energy"
"http://orkg.org/orkg/predicate/P27046","Research Infrastructure"
"http://orkg.org/orkg/predicate/P27047","API support"
"http://orkg.org/orkg/predicate/P27048","Books"
"http://orkg.org/orkg/predicate/P27049","Chapters"
"http://orkg.org/orkg/predicate/P27050","Journals"
"http://orkg.org/orkg/predicate/P27051","Patents"
"http://orkg.org/orkg/predicate/P27052","Persons"
"http://orkg.org/orkg/predicate/P27053","Conferences"
"http://orkg.org/orkg/predicate/P27054","Institutioans"
"http://orkg.org/orkg/predicate/P27055","Publications"
"http://orkg.org/orkg/predicate/P27056","Topics"
"http://orkg.org/orkg/predicate/P27058","Radiant energy"
"http://orkg.org/orkg/predicate/P27059","Radiant exposure"
"http://orkg.org/orkg/predicate/P28","publication month"
"http://orkg.org/orkg/predicate/P28001","problem statement"
"http://orkg.org/orkg/predicate/P28003","month"
"http://orkg.org/orkg/predicate/P28005","has layer"
"http://orkg.org/orkg/predicate/P28006","responsible for"
"http://orkg.org/orkg/predicate/P28007","has Wikipedia description"
"http://orkg.org/orkg/predicate/P29","publication year"
"http://orkg.org/orkg/predicate/P29001","Material"
"http://orkg.org/orkg/predicate/P29002","Data"
"http://orkg.org/orkg/predicate/P29003","Process"
"http://orkg.org/orkg/predicate/P29004","has capabilities"
"http://orkg.org/orkg/predicate/P29005","PubChemAID"
"http://orkg.org/orkg/predicate/P29006","has assay footprint"
"http://orkg.org/orkg/predicate/P29007","assay measurement type"
"http://orkg.org/orkg/predicate/P29008","uses detection instrument"
"http://orkg.org/orkg/predicate/P29009","has mode of action"
"http://orkg.org/orkg/predicate/P29010","stand"
"http://orkg.org/orkg/predicate/P29011","Measure of species similarity"
"http://orkg.org/orkg/predicate/P29012","Measure of invasion success"
"http://orkg.org/orkg/predicate/P29013","Has hypothesis"
"http://orkg.org/orkg/predicate/P29016","R51465"
"http://orkg.org/orkg/predicate/P29017","R51467"
"http://orkg.org/orkg/predicate/P29018","R51469"
"http://orkg.org/orkg/predicate/P29019","R51471"
"http://orkg.org/orkg/predicate/P29020","R51473"
"http://orkg.org/orkg/predicate/P29021","R51475"
"http://orkg.org/orkg/predicate/P29022","R51477"
"http://orkg.org/orkg/predicate/P29023","R51479"
"http://orkg.org/orkg/predicate/P29024","R51481"
"http://orkg.org/orkg/predicate/P29025","has roles"
"http://orkg.org/orkg/predicate/P29042","R51527"
"http://orkg.org/orkg/predicate/P29043","R51529"
"http://orkg.org/orkg/predicate/P29044","R51531"
"http://orkg.org/orkg/predicate/P29045","R51533"
"http://orkg.org/orkg/predicate/P29046","R51535"
"http://orkg.org/orkg/predicate/P29047","R51537"
"http://orkg.org/orkg/predicate/P29048","R51539"
"http://orkg.org/orkg/predicate/P29049","R51541"
"http://orkg.org/orkg/predicate/P3","is a"
"http://orkg.org/orkg/predicate/P30","research field"
"http://orkg.org/orkg/predicate/P3000","keywords"
"http://orkg.org/orkg/predicate/P30000","paper:puplication_year"
"http://orkg.org/orkg/predicate/P30001","hypothesis"
"http://orkg.org/orkg/predicate/P30002","stand of hypothesis"
"http://orkg.org/orkg/predicate/P30003","number of plant species"
"http://orkg.org/orkg/predicate/P30004","type of experiment"
"http://orkg.org/orkg/predicate/P30005","Produced by"
"http://orkg.org/orkg/predicate/P30006","Has participating device"
"http://orkg.org/orkg/predicate/P30009","Has solution sample input"
"http://orkg.org/orkg/predicate/P3001","Feature extraction"
"http://orkg.org/orkg/predicate/P30010","Has solid sample input"
"http://orkg.org/orkg/predicate/P30011","Has radiant energy input"
"http://orkg.org/orkg/predicate/P30012","Has output"
"http://orkg.org/orkg/predicate/P30013","Has component type"
"http://orkg.org/orkg/predicate/P30016","pH"
"http://orkg.org/orkg/predicate/P30017","Role"
"http://orkg.org/orkg/predicate/P30018","Particle size range"
"http://orkg.org/orkg/predicate/P30019","Wavelength of maximum absorption"
"http://orkg.org/orkg/predicate/P3002","Feature selection"
"http://orkg.org/orkg/predicate/P30020","Duration of absorption process"
"http://orkg.org/orkg/predicate/P30021","Half time for charge recombination (t1/2)"
"http://orkg.org/orkg/predicate/P30022","Time duration"
"http://orkg.org/orkg/predicate/P30023","Related Comparisons"
"http://orkg.org/orkg/predicate/P30024","has params"
"http://orkg.org/orkg/predicate/P30025","uses pipeline"
"http://orkg.org/orkg/predicate/P30027","hasMetaVisualizationDefinition"
"http://orkg.org/orkg/predicate/P3003","Classification"
"http://orkg.org/orkg/predicate/P3004","Precision"
"http://orkg.org/orkg/predicate/P3005","Sensitivity"
"http://orkg.org/orkg/predicate/P3006","Specificity"
"http://orkg.org/orkg/predicate/P3007","propose"
"http://orkg.org/orkg/predicate/P31","contribution"
"http://orkg.org/orkg/predicate/P31000","appraoch"
"http://orkg.org/orkg/predicate/P31001","paper:Study date"
"http://orkg.org/orkg/predicate/P31002","Measure of species relationship"
"http://orkg.org/orkg/predicate/P31003","Non-plant species "
"http://orkg.org/orkg/predicate/P31004","Number of non-plant species"
"http://orkg.org/orkg/predicate/P31005","Habitat"
"http://orkg.org/orkg/predicate/P31006","WOS search or Cited references"
"http://orkg.org/orkg/predicate/P31007","Non-plant species "
"http://orkg.org/orkg/predicate/P31008","Non-plant species "
"http://orkg.org/orkg/predicate/P31009","Non-plant species "
"http://orkg.org/orkg/predicate/P31010","Non-plant species "
"http://orkg.org/orkg/predicate/P31011","Non-plant species "
"http://orkg.org/orkg/predicate/P31012","Non-plant species "
"http://orkg.org/orkg/predicate/P31013","Non-plant species "
"http://orkg.org/orkg/predicate/P31014","Non-plant species "
"http://orkg.org/orkg/predicate/P31015","Non-plant species "
"http://orkg.org/orkg/predicate/P31016","Non-plant species "
"http://orkg.org/orkg/predicate/P31017","Non-plant species "
"http://orkg.org/orkg/predicate/P31018","Non-plant species "
"http://orkg.org/orkg/predicate/P31019","Non-plant species "
"http://orkg.org/orkg/predicate/P31020","Non-plant species "
"http://orkg.org/orkg/predicate/P31021","Non-plant species "
"http://orkg.org/orkg/predicate/P31022","Non-plant species "
"http://orkg.org/orkg/predicate/P31023","Investigated species"
"http://orkg.org/orkg/predicate/P31024","Number of species"
"http://orkg.org/orkg/predicate/P32","research problem"
"http://orkg.org/orkg/predicate/P32000"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32001","Specific traits"
"http://orkg.org/orkg/predicate/P32002","Species name"
"http://orkg.org/orkg/predicate/P32003"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32004"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32005"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32006"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32007"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32008"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32009"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32010"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32011"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32012"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32013"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32014"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32015"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32016"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32017"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32018"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32019"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32020"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32021"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32022"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32023"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32024"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32025"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32026"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32027"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32028"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32029"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32030"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32031"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32032"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32033"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32034"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32035"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32036"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32037"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32038"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32039"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32040"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32041"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32042"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32043"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32044"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32045"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32046"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32047"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32048"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32049"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32050"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32051"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32052"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32053"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32054"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32055"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32056"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32057"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32058"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32059"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32060"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32061"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32062"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32063"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32064"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32065"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32066"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32067"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32068"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32069"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32070"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32071"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32072"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32073"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32074"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32075"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32076"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32077"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32078"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32079"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32080"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32081"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32082"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32083"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32084"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32085"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32086"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32087"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32088"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32089"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32090"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32091"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32092"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32093"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32094"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32095"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32096"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32097"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32098"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32099"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32100"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32101"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32102"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32103"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32104"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32105"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32106"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32107"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32108"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32109"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32110"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32111"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32112"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32113"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32114"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32115"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32116"," Phenotypic plasticity form"
"http://orkg.org/orkg/predicate/P32117","Measure of disturbance"
"http://orkg.org/orkg/predicate/P32118","Type of disturbance"
"http://orkg.org/orkg/predicate/P32119","Direct anthropogenic dist.?"
"http://orkg.org/orkg/predicate/P32121","Global and annual mean surface air temperature"
"http://orkg.org/orkg/predicate/P32122","Measure of propagule pressure"
"http://orkg.org/orkg/predicate/P32123","Has TCR result"
"http://orkg.org/orkg/predicate/P32124","Has ECS result"
"http://orkg.org/orkg/predicate/P33","approach"
"http://orkg.org/orkg/predicate/P33002","Features/improvement"
"http://orkg.org/orkg/predicate/P33004","References"
"http://orkg.org/orkg/predicate/P33006","Measure of resistance/susceptibility"
"http://orkg.org/orkg/predicate/P33008","Type of interaction"
"http://orkg.org/orkg/predicate/P33009","Type of effect description"
"http://orkg.org/orkg/predicate/P33010","Ecological Level of evidence"
"http://orkg.org/orkg/predicate/P33011","Outcome of interaction"
"http://orkg.org/orkg/predicate/P33012","Transition in the invasion process"
"http://orkg.org/orkg/predicate/P33013","Observed proportion of species making the transition"
"http://orkg.org/orkg/predicate/P33014","Measure of native biodiversity"
"http://orkg.org/orkg/predicate/P33015","New data sources"
"http://orkg.org/orkg/predicate/P33016","Data Storage"
"http://orkg.org/orkg/predicate/P33017","Data Access"
"http://orkg.org/orkg/predicate/P33018","Offer functions"
"http://orkg.org/orkg/predicate/P33020","Recent Developement"
"http://orkg.org/orkg/predicate/P33021","Important aspects to consider"
"http://orkg.org/orkg/predicate/P33024","Relevance"
"http://orkg.org/orkg/predicate/P33025","has_method"
"http://orkg.org/orkg/predicate/P33031"," HAS_RESULTS"
"http://orkg.org/orkg/predicate/P33036","Sub-hypothesis"
"http://orkg.org/orkg/predicate/P33037","Which species are compared?"
"http://orkg.org/orkg/predicate/P33038","Indicator for enemy release"
"http://orkg.org/orkg/predicate/P33039","Release of which kind of enemies?"
"http://orkg.org/orkg/predicate/P33040","paper:DOI"
"http://orkg.org/orkg/predicate/P33041","R58162"
"http://orkg.org/orkg/predicate/P33042","R58164"
"http://orkg.org/orkg/predicate/P33043","R58166"
"http://orkg.org/orkg/predicate/P33044","R58168"
"http://orkg.org/orkg/predicate/P33045","R58170"
"http://orkg.org/orkg/predicate/P33046","R58172"
"http://orkg.org/orkg/predicate/P33047","R58174"
"http://orkg.org/orkg/predicate/P33048","R58176"
"http://orkg.org/orkg/predicate/P33049","R58178"
"http://orkg.org/orkg/predicate/P33050","R58180"
"http://orkg.org/orkg/predicate/P33051","R59704"
"http://orkg.org/orkg/predicate/P33052","R59706"
"http://orkg.org/orkg/predicate/P33053","R59708"
"http://orkg.org/orkg/predicate/P33054","R59710"
"http://orkg.org/orkg/predicate/P33055","R59712"
"http://orkg.org/orkg/predicate/P33056","R59714"
"http://orkg.org/orkg/predicate/P33057","R59716"
"http://orkg.org/orkg/predicate/P33058","R59718"
"http://orkg.org/orkg/predicate/P33059","R59720"
"http://orkg.org/orkg/predicate/P33060","R59722"
"http://orkg.org/orkg/predicate/P33061","R59724"
"http://orkg.org/orkg/predicate/P33062","R59726"
"http://orkg.org/orkg/predicate/P33063","R59759"
"http://orkg.org/orkg/predicate/P33064","R59761"
"http://orkg.org/orkg/predicate/P33065","R59763"
"http://orkg.org/orkg/predicate/P33066","R59765"
"http://orkg.org/orkg/predicate/P33067","R59767"
"http://orkg.org/orkg/predicate/P33068","R59769"
"http://orkg.org/orkg/predicate/P33069","R59771"
"http://orkg.org/orkg/predicate/P33070","R59773"
"http://orkg.org/orkg/predicate/P33071","R59775"
"http://orkg.org/orkg/predicate/P33072","R59777"
"http://orkg.org/orkg/predicate/P33073","R59779"
"http://orkg.org/orkg/predicate/P33074","R59781"
"http://orkg.org/orkg/predicate/P33075","R59833"
"http://orkg.org/orkg/predicate/P33076","R59835"
"http://orkg.org/orkg/predicate/P33077","R59837"
"http://orkg.org/orkg/predicate/P33078","R59839"
"http://orkg.org/orkg/predicate/P33079","R59841"
"http://orkg.org/orkg/predicate/P33080","R59843"
"http://orkg.org/orkg/predicate/P33081","R59845"
"http://orkg.org/orkg/predicate/P33082","R59847"
"http://orkg.org/orkg/predicate/P33083","R59849"
"http://orkg.org/orkg/predicate/P33084","R59851"
"http://orkg.org/orkg/predicate/P33085","R59853"
"http://orkg.org/orkg/predicate/P33086","R59855"
"http://orkg.org/orkg/predicate/P33087","R59857"
"http://orkg.org/orkg/predicate/P33088","R59859"
"http://orkg.org/orkg/predicate/P33089","R59861"
"http://orkg.org/orkg/predicate/P33090","R59922"
"http://orkg.org/orkg/predicate/P33091","R59924"
"http://orkg.org/orkg/predicate/P33092","R59926"
"http://orkg.org/orkg/predicate/P33093","R59928"
"http://orkg.org/orkg/predicate/P33094","R59930"
"http://orkg.org/orkg/predicate/P33095","R59932"
"http://orkg.org/orkg/predicate/P33096","R59934"
"http://orkg.org/orkg/predicate/P33097","R59936"
"http://orkg.org/orkg/predicate/P33098","R59938"
"http://orkg.org/orkg/predicate/P33099","R59940"
"http://orkg.org/orkg/predicate/P33100","R59942"
"http://orkg.org/orkg/predicate/P33101","R59944"
"http://orkg.org/orkg/predicate/P33102","R59996"
"http://orkg.org/orkg/predicate/P33103","R59998"
"http://orkg.org/orkg/predicate/P33104","R60000"
"http://orkg.org/orkg/predicate/P33105","R60002"
"http://orkg.org/orkg/predicate/P33106","R60004"
"http://orkg.org/orkg/predicate/P33107","R60006"
"http://orkg.org/orkg/predicate/P33108","R60008"
"http://orkg.org/orkg/predicate/P33109","R60010"
"http://orkg.org/orkg/predicate/P33110","R60012"
"http://orkg.org/orkg/predicate/P33111","R60014"
"http://orkg.org/orkg/predicate/P33112","R60016"
"http://orkg.org/orkg/predicate/P33113","R60018"
"http://orkg.org/orkg/predicate/P33114","R60079"
"http://orkg.org/orkg/predicate/P33115","R60081"
"http://orkg.org/orkg/predicate/P33116","R60083"
"http://orkg.org/orkg/predicate/P33117","R60085"
"http://orkg.org/orkg/predicate/P33118","R60087"
"http://orkg.org/orkg/predicate/P33119","R60089"
"http://orkg.org/orkg/predicate/P33120","R60091"
"http://orkg.org/orkg/predicate/P33121","R60093"
"http://orkg.org/orkg/predicate/P33122","R60095"
"http://orkg.org/orkg/predicate/P33123","R60097"
"http://orkg.org/orkg/predicate/P33124","R60099"
"http://orkg.org/orkg/predicate/P33125","R60101"
"http://orkg.org/orkg/predicate/P33126","R60103"
"http://orkg.org/orkg/predicate/P33127","R60105"
"http://orkg.org/orkg/predicate/P33128","R60107"
"http://orkg.org/orkg/predicate/P33129","R60168"
"http://orkg.org/orkg/predicate/P33130","R60170"
"http://orkg.org/orkg/predicate/P33131","R60172"
"http://orkg.org/orkg/predicate/P33132","R60174"
"http://orkg.org/orkg/predicate/P33133","R60176"
"http://orkg.org/orkg/predicate/P33134","R60178"
"http://orkg.org/orkg/predicate/P33135","R60180"
"http://orkg.org/orkg/predicate/P33136","R60182"
"http://orkg.org/orkg/predicate/P33137","R60184"
"http://orkg.org/orkg/predicate/P33138","R60186"
"http://orkg.org/orkg/predicate/P33139","R60188"
"http://orkg.org/orkg/predicate/P33140","R60190"
"http://orkg.org/orkg/predicate/P33141","R63786"
"http://orkg.org/orkg/predicate/P33142","R63788"
"http://orkg.org/orkg/predicate/P33143","R63790"
"http://orkg.org/orkg/predicate/P33144","R63792"
"http://orkg.org/orkg/predicate/P33145","R63794"
"http://orkg.org/orkg/predicate/P33146","R63796"
"http://orkg.org/orkg/predicate/P33147","R63798"
"http://orkg.org/orkg/predicate/P33148","R63800"
"http://orkg.org/orkg/predicate/P33149","R63802"
"http://orkg.org/orkg/predicate/P33150","R63804"
"http://orkg.org/orkg/predicate/P33151","R63806"
"http://orkg.org/orkg/predicate/P33152","R63808"
"http://orkg.org/orkg/predicate/P33153","Scaling type"
"http://orkg.org/orkg/predicate/P33154","Data I/O Performance"
"http://orkg.org/orkg/predicate/P33155","Data size supported "
"http://orkg.org/orkg/predicate/P34","evaluation"
"http://orkg.org/orkg/predicate/P34000","Relevant data"
"http://orkg.org/orkg/predicate/P34001","Has trend"
"http://orkg.org/orkg/predicate/P34002","Becoming a requirement for"
"http://orkg.org/orkg/predicate/P34003","Knowledge derived from"
"http://orkg.org/orkg/predicate/P34004","Important for"
"http://orkg.org/orkg/predicate/P34005","Reason"
"http://orkg.org/orkg/predicate/P34006","paper: authors"
"http://orkg.org/orkg/predicate/P34014","has_host"
"http://orkg.org/orkg/predicate/P34015","larval habit inside or outside of host"
"http://orkg.org/orkg/predicate/P34016","tissue consumed by larvae"
"http://orkg.org/orkg/predicate/P34017","state of host plant tissue at moment of consumption"
"http://orkg.org/orkg/predicate/P34018","Foundation for integration of"
"http://orkg.org/orkg/predicate/P34019","Potentially useful techniques"
"http://orkg.org/orkg/predicate/P34020","Stakeholders"
"http://orkg.org/orkg/predicate/P34021","Infection"
"http://orkg.org/orkg/predicate/P34022","CI Tech"
"http://orkg.org/orkg/predicate/P34023","NPV"
"http://orkg.org/orkg/predicate/P34024","Material"
"http://orkg.org/orkg/predicate/P34025","Data"
"http://orkg.org/orkg/predicate/P34026","Process"
"http://orkg.org/orkg/predicate/P34027","Method"
"http://orkg.org/orkg/predicate/P34032","has lysine catabolic pathway type"
"http://orkg.org/orkg/predicate/P34037","has toxin"
"http://orkg.org/orkg/predicate/P34038","has target"
