id,question_string,query,template_id,entities,relations,temporal,help_out
Q2370,"List all the papers that Qin, S. Joe and Rochelle, Gary T. published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/17/4222> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/11049> } },TC61,"[""<https://dblp.org/pid/17/4222>"", ""<https://dblp.org/pid/03/11049>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2371,"List all the papers that Kalantar, Bahareh and Naonori Ueda published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/205/2008> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/2491> } },TC61,"[""<https://dblp.org/pid/205/2008>"", ""<https://dblp.org/pid/87/2491>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2372,"What papers did Foerster, J. N. publish in Advances in Neural Information Processing Systems and WOMPAT?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/176/5095> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'NeurIPS' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'WOMPAT' } },TC63,"[""<https://dblp.org/pid/176/5095>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2373,"In Angew. Inform. and AMCIS, what papers did Eggensperger, R. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/4150> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Angew. Inform.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'AMCIS' } },TC63,"[""<https://dblp.org/pid/03/4150>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2374,List all the primary affiliations of Joseph Sgro and Przemyslaw Herman.,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/95/2251> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/10/743> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/95/2251>"", ""<https://dblp.org/pid/10/743>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2375,"In Math. Comput. and NeuroImage, what papers did Keicher, Simon publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/124/0003> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Math. Comput.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'NeuroImage' } },TC63,"[""<https://dblp.org/pid/124/0003>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2376,"List all the papers that Gisle Ytrest\u00F8l and Zhou, B. published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/8158> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/3362> } },TC61,"[""<https://dblp.org/pid/26/8158>"", ""<https://dblp.org/pid/04/3362>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2377,What papers did Satish Kumar publish in Cogn. Comput. and HICSS?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/32/2367> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Cogn. Comput.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'HICSS' } },TC63,"[""<https://dblp.org/pid/32/2367>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2378,"List all the papers that Martin Kouteck\u00FD and Kolman, Petr published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/159/1762> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/58/4155> } },TC61,"[""<https://dblp.org/pid/159/1762>"", ""<https://dblp.org/pid/58/4155>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2379,"What are the papers that Lv, Lun and Mohamad Katanbaf published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/5844> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/216/3992> } },TC61,"[""<https://dblp.org/pid/89/5844>"", ""<https://dblp.org/pid/216/3992>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2380,"What are the papers that V\u00E1zquez, Guillermo and Mart\u00EDnez, Eduardo Ju\u00E1rez published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/131/3343> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/1797> } },TC61,"[""<https://dblp.org/pid/131/3343>"", ""<https://dblp.org/pid/41/1797>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2381,"What are the papers that Yamawaki, Akira and Yamasaki, Moena published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/5690> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/261/1353> } },TC61,"[""<https://dblp.org/pid/63/5690>"", ""<https://dblp.org/pid/261/1353>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2382,What papers did Riku Kreula publish in ICC and CoRR?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/03/5657> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICC (1)' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } },TC63,"[""<https://dblp.org/pid/03/5657>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2383,List all the papers that Byung S. Son and Yong Serk Kim published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/06/6373> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/3769> } },TC61,"[""<https://dblp.org/pid/06/6373>"", ""<https://dblp.org/pid/82/3769>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2384,"In I2MTC and ERCIM News, what papers did Franco Ferraris publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/9518> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'I2MTC' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ERCIM News' } },TC63,"[""<https://dblp.org/pid/62/9518>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2385,List all the papers that Judith A. Blake and Jamie A. Lee published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/35/5736> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/45/5302> } },TC61,"[""<https://dblp.org/pid/35/5736>"", ""<https://dblp.org/pid/45/5302>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2386,What are the papers that John C. Price and Stefanos D. Kollias published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/116/5754> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/k/StefanosDKollias> } },TC61,"[""<https://dblp.org/pid/116/5754>"", ""<https://dblp.org/pid/k/StefanosDKollias>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2387,"What are the papers that Manuel D. Rossetti and Turitto, Timothy published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/64/2053> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/34/412> } },TC61,"[""<https://dblp.org/pid/64/2053>"", ""<https://dblp.org/pid/34/412>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2388,"In J. Comput. Secur. and Web Intelligence, what papers did Riccardo Focardi publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/f/RiccardoFocardi> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Comput. Secur.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Web Intelligence' } },TC63,"[""<https://dblp.org/pid/f/RiccardoFocardi>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2389,What papers did Heinz D. publish in Struct. Program. and SERE?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/52/587> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Struct. Program.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'SERE (Companion)' } },TC63,"[""<https://dblp.org/pid/52/587>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2390,"What are the papers that Mania Abdi and Desnoyers, Peter published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/165/8364> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/76/3749> } },TC61,"[""<https://dblp.org/pid/165/8364>"", ""<https://dblp.org/pid/76/3749>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2391,What papers did Zhengyu Yang publish in Scalable Comput. Pract. Exp. and J. Oper. Res. Soc.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/159/1188> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Scalable Comput. Pract. Exp.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Oper. Res. Soc.' } },TC63,"[""<https://dblp.org/pid/159/1188>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2392,What papers did J. F. Peters publish in RSKT and IEEE Trans. Consumer Electron.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/12/6268> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'RSKT' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Consumer Electron.' } },TC63,"[""<https://dblp.org/pid/12/6268>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2393,What papers did Lynda Mokdad publish in J. Parallel Distributed Comput. and Intelligent Information Processing?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/22/5508> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'J. Parallel Distributed Comput.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Intelligent Information Processing' } },TC63,"[""<https://dblp.org/pid/22/5508>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2394,List all the papers that K. Wong and Kiyoshi Tanaka published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/6841> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/5748> } },TC61,"[""<https://dblp.org/pid/19/6841>"", ""<https://dblp.org/pid/57/5748>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2395,"What are the papers that Martin Pl\u00FCmicke and Aspinall, T. published?",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/00/2251> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/273/8094> } },TC61,"[""<https://dblp.org/pid/00/2251>"", ""<https://dblp.org/pid/273/8094>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2396,What are the papers that Susan Prejawa and Mohamed L. Seghier published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/174/5237> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/7494> } },TC61,"[""<https://dblp.org/pid/174/5237>"", ""<https://dblp.org/pid/28/7494>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2397,List all the primary affiliations of Lunke Fei and Bob Zhang.,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/157/4083> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/24/7465> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/157/4083>"", ""<https://dblp.org/pid/24/7465>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2398,"In Arch. Math. Log. and IEEE Trans. Inf. Theory, what papers did Gareth O. Jones publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/18/9207> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Arch. Math. Log.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Inf. Theory' } },TC63,"[""<https://dblp.org/pid/18/9207>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2399,"In Sci. Program. and ICASSP (1), what papers did Xiang-Wen Xie publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/286/9559> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Sci. Program.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICASSP (1)' } },TC63,"[""<https://dblp.org/pid/286/9559>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2400,"What are the primary affiliations of S\u00E9rgio S. and Almeida, Adauto?",SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/58/232> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/33/10611> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/58/232>"", ""<https://dblp.org/pid/33/10611>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2401,What papers did Ryan Kastner publish in IEEE Symposium on Field Programmable Custom Computing Machines and Eur. J. Oper. Res.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/15/3231> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'FCCM' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Eur. J. Oper. Res.' } },TC63,"[""<https://dblp.org/pid/15/3231>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2402,What papers did Saranyan A. Vigraham publish in Int. J. Artif. Intell. Tools and GEOINFO?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/1906> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Artif. Intell. Tools' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'GEOINFO' } },TC63,"[""<https://dblp.org/pid/72/1906>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2403,"In ICASSP and FDL, what papers did Velipasalar, S. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/85/6636> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICASSP' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'FDL' } },TC63,"[""<https://dblp.org/pid/85/6636>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2404,What are the papers that Andr\u00E9 Kaup and C. Lin published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/00/6329> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/7485> } },TC61,"[""<https://dblp.org/pid/00/6329>"", ""<https://dblp.org/pid/04/7485>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2405,What are the papers that Maheshwar Prasad Sah and H. Kim published?,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/27/10829> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/4751> } },TC61,"[""<https://dblp.org/pid/27/10829>"", ""<https://dblp.org/pid/93/4751>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2406,"In CSCW Companion and CoRR, what papers did Yarosh, Svetlana publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/5446> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CSCW Companion' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } },TC63,"[""<https://dblp.org/pid/82/5446>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2407,"List all the papers that Habib, Johanna and C. Rochet published.",SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/125/0927> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/62/3082> } },TC61,"[""<https://dblp.org/pid/125/0927>"", ""<https://dblp.org/pid/62/3082>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2408,List all the primary affiliations of D. Yang and Wanjiun Liao.,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/85/318> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/10/3222> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/85/318>"", ""<https://dblp.org/pid/10/3222>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2409,List all the papers that Khalid Saleem and V. Hristidis published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/13/317> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/42/5855> } },TC61,"[""<https://dblp.org/pid/13/317>"", ""<https://dblp.org/pid/42/5855>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2410,List all the papers that Yutao Xie and Xiantao C. published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/317/0357> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/6589> } },TC61,"[""<https://dblp.org/pid/317/0357>"", ""<https://dblp.org/pid/41/6589>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2411,"What are the primary affiliations of Jacqueline N. Blake and Kerr, D. V.?",SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/169/8391> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/07/5093> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/169/8391>"", ""<https://dblp.org/pid/07/5093>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2412,List all the primary affiliations of G. Hu and C. Sun.,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/23/4567-1> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/54/3957-3> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/23/4567-1>"", ""<https://dblp.org/pid/54/3957-3>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2413,"What are the primary affiliations of Rafael Bello and Lorenzo, M. Matilde Garc\u00EDa?",SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/38/5311> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/88/4726> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/38/5311>"", ""<https://dblp.org/pid/88/4726>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2414,What are the primary affiliations of Alexey V. Sulimov and Vladimir B. Sulimov?,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/133/9308> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/93/4965> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/133/9308>"", ""<https://dblp.org/pid/93/4965>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2415,List all the papers that Gary Lee Downey and Kyonghee H. published.,SELECT DISTINCT ?answer WHERE { { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/115/5322> } UNION { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/153/4251> } },TC61,"[""<https://dblp.org/pid/115/5322>"", ""<https://dblp.org/pid/153/4251>""]","[""<https://dblp.org/rdf/schema#authoredBy>""]",False,False
Q2416,"What papers did Cilleruelo, J. publish in Electron. Notes Discret. Math. and VCBM/MedViz?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/08/1936> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Electron. Notes Discret. Math.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'VCBM/MedViz' } },TC63,"[""<https://dblp.org/pid/08/1936>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2417,"In ISPRS Int. J. Geo Inf. and IEEE Trans. Wirel. Commun., what papers did Jie Zhao publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/23/3168> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISPRS Int. J. Geo Inf.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Wirel. Commun.' } },TC63,"[""<https://dblp.org/pid/23/3168>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2418,What papers did Luis Fernando D'Haro publish in IWSDS and ICDAR?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/57/1419> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IWSDS' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ICDAR' } },TC63,"[""<https://dblp.org/pid/57/1419>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2419,What papers did D. A. Ralescu publish in IEEE Trans. Syst. Man Cybern. and Stud. Inform. Univ.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/3952> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Syst. Man Cybern.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Stud. Inform. Univ.' } },TC63,"[""<https://dblp.org/pid/67/3952>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2420,What are the primary affiliations of Leonid Andreev and Thomas Eiter?,SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/82/1613> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/e/TEiter> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/82/1613>"", ""<https://dblp.org/pid/e/TEiter>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
Q2421,"In ISSCC and SBESC, what papers did Taejung Lee publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/196/1559> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'ISSCC' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'SBESC' } },TC63,"[""<https://dblp.org/pid/196/1559>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2422,"In CoRR and EUSIPCO, what papers did Hsu, A. publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/161/9400> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'CoRR' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'EUSIPCO' } },TC63,"[""<https://dblp.org/pid/161/9400>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2423,What papers did Debarun B. publish in Decis. Anal. and Australas. J. Inf. Syst.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/98/5604> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Decis. Anal.' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Australas. J. Inf. Syst.' } },TC63,"[""<https://dblp.org/pid/98/5604>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2424,"What papers did Chi, Hua-Wei publish in Robotica and INFORMS J. Comput.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/78/4049> { ?answer <https://dblp.org/rdf/schema#publishedIn> 'Robotica' } UNION { ?answer <https://dblp.org/rdf/schema#publishedIn> 'INFORMS J. Comput.' } },TC63,"[""<https://dblp.org/pid/78/4049>""]","[""<https://dblp.org/rdf/schema#authoredBy>"", ""<https://dblp.org/rdf/schema#publishedIn>""]",False,False
Q2425,"List all the primary affiliations of Alois C. Knoll and Giuliani, M..",SELECT DISTINCT ?answer WHERE { { <https://dblp.org/pid/k/AloisKnoll> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } UNION { <https://dblp.org/pid/91/7000> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } },TC64,"[""<https://dblp.org/pid/k/AloisKnoll>"", ""<https://dblp.org/pid/91/7000>""]","[""<https://dblp.org/rdf/schema#primaryAffiliation>""]",False,False
